EstadoCivil;Curso;QualificacaoAnterior;QualificacaoAnteriorGrau;Nacionalidade;NotaAdmissao;NecessidadesEspeciais;Devedor;MensalidadesEmDia;Genero;Bolsista;International;UnidadesCurriculares1SemestreCreditado;UnidadesCurriculares1SemestreInscrito;UnidadesCurriculares1SemestreAvaliacoes;UnidadesCurriculares1SemestreAprovado;UnidadesCurriculares1SemestreGrau;UnidadesCurriculares1SemestreSemAvaliacoes;UnidadesCurriculares2SemestreCreditado;UnidadesCurriculares2SemestreInscrito;UnidadesCurriculares2SemestreAvaliacoes;UnidadesCurriculares2SemestreAprovado;UnidadesCurriculares2SemestreGrau;UnidadesCurriculares2SemestreSemAvaliacoes;TaxaDesemprego;TaxaInflacao;PIB;Target
Solteiro;Gestão de Publicidade e Marketing;Ensino Secundário;130;Português;121,6;0;0;1;Feminino;0;0;0;6;7;6;1,47143E+16;0;0;6;6;6;1,58333E+16;0;12,4;0,5;1,79;Graduado
Solteiro;Gestão de Publicidade e Marketing;Ensino Secundário;130;Santomense;130;1;1;1;Feminino;0;1;0;6;6;6;13,5;0;0;6;9;5;13;0;8,9;1,4;3,51;Graduado
Solteiro;Equincultura;Ensino Secundário;135;Português;121,7;0;0;1;Feminino;1;0;0;5;7;4;11,5;0;0;5;5;5;12,4;0;10,8;1,4;1,74;Graduado
Solteiro;Gestão;Ensino Superior - Licenciatura;120;Português;120;0;0;1;Feminino;0;0;2;5;9;2;14;0;0;5;5;0;0;0;12,4;0,5;1,79;Desistente
Solteiro;Ensino Básico;Ensino Secundário;148;Português;143,5;0;0;1;Feminino;1;0;0;7;8;6;1,28333E+16;0;0;6;6;0;0;0;13,9;-0,3;0,79;Desistente
Solteiro;Higiene Oral;Ensino Secundário;136;Português;128,3;0;0;1;Feminino;1;0;0;7;7;7;1,34286E+16;0;0;8;8;8;14,75;0;15,5;2,8;-4,06;Graduado
Solteiro;Design de Comunicação;Ensino Secundário;108;Português;111,9;0;0;1;Feminino;0;0;0;6;0;0;0;0;0;6;0;0;0;0;8,9;1,4;3,51;Desistente
Solteiro;Agronomia;Curso de Especialização Tecnológica;140;Português;140;0;0;1;Feminino;0;0;0;6;18;3;1,16667E+16;0;0;6;14;4;11,5;0;15,5;2,8;-4,06;Matriculado
Solteiro;Jornalismo e Comunicação;Ensino Secundário;153;Português;137,6;0;0;1;Feminino;0;0;0;6;6;6;16;0;0;6;7;6;1,43333E+16;0;12,4;0,5;1,79;Graduado
Solteiro;Serviço Social;Ensino Secundário;135;Português;135;0;0;1;Feminino;0;0;0;6;6;6;1,38333E+16;0;0;6;6;6;1,18333E+16;0;10,8;1,4;1,74;Graduado
Solteiro;Enfermagem;Ensino Secundário;146;Português;133,8;0;0;1;Feminino;0;0;0;8;9;8;132325;1;0;8;9;8;132325;1;9,4;-0,8;-3,12;Graduado
Solteiro;Jornalismo e Comunicação;Ensino Secundário;130;Português;126,9;0;0;1;Masculino;1;0;0;6;6;6;14;0;0;6;6;6;1,41667E+16;0;9,4;-0,8;-3,12;Graduado
Solteiro;Turismo;Ensino Secundário;113;Português;106,7;0;1;1;Masculino;1;0;0;6;14;2;10;0;0;6;6;0;0;0;13,9;-0,3;0,79;Desistente
Solteiro;Serviço Social (prestação nocturna);Ensino Secundário;145,7;Cabo-verdiano;145,7;0;0;1;Feminino;0;1;8;16;16;15;1,33333E+16;0;11;13;13;11;1,22727E+16;0;13,9;-0,3;0,79;Graduado
Solteiro;Design de Comunicação;Ensino Secundário;145;Português;153,1;0;0;1;Feminino;1;0;0;6;6;6;12,5;0;0;6;6;6;1,43333E+16;0;12,7;3,7;-1,7;Matriculado
Solteiro;Serviço Social (prestação nocturna);Ensino Secundário;126;Português;118,7;0;0;1;Feminino;0;0;0;6;6;6;12,5;0;0;6;6;6;11,5;0;12,7;3,7;-1,7;Graduado
Solteiro;Gestão (presencial noturno);Ensino Secundário;160;Português;161,8;0;1;1;Masculino;0;0;0;5;8;2;10,5;0;0;5;5;0;0;0;7,6;2,6;0,32;Desistente
Solteiro;Engenharia Informática;Ensino Secundário;134;Português;124,9;0;1;1;Masculino;0;0;0;5;11;3;1,06667E+16;0;0;5;9;3;1,13333E+16;0;8,9;1,4;3,51;Matriculado
Solteiro;Engenharia Informática;Ensino Secundário;163;Português;150,8;0;0;1;Masculino;0;0;0;5;9;4;10,5;0;0;5;11;2;10,5;3;7,6;2,6;0,32;Matriculado
Solteiro;Gestão;Ensino Secundário;130;Santomense;130;0;0;1;Feminino;0;1;0;5;10;4;12;0;0;5;6;5;11,4;0;11,1;0,6;2,02;Graduado
Solteiro;Design de Animação e Multimédia;Ensino Secundário;165;Português;163,6;0;0;1;Feminino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,4;0,5;1,79;Matriculado
Solteiro;Gestão;Ensino Secundário;142;Português;115;0;0;1;Feminino;0;0;0;5;11;5;11,5;0;0;5;9;2;1,06667E+16;0;13,9;-0,3;0,79;Matriculado
Solteiro;Jornalismo e Comunicação;Ensino Secundário;156;Português;136,8;0;0;1;Feminino;0;0;0;6;6;6;14;0;0;6;6;6;13,5;0;11,1;0,6;2,02;Desistente
Solteiro;Ensino Básico;Ensino Secundário;141;Português;130,9;0;0;1;Feminino;0;0;0;6;7;6;13,5;0;0;6;8;5;12,6;0;7,6;2,6;0,32;Graduado
Solteiro;Enfermagem;Ensino Secundário;143;Português;127;0;0;1;Feminino;0;0;0;8;8;8;1307375;0;0;8;8;8;1307375;0;9,4;-0,8;-3,12;Graduado
Casado;Enfermagem;Ensino Básico (3º Ciclo);133,1;Português;120;0;0;1;Feminino;0;0;0;7;9;2;10,75;0;0;7;9;0;0;0;16,2;0,3;-0,92;Desistente
Solteiro;Serviço Social;Ensino Secundário;133;Português;126;0;0;1;Feminino;0;0;0;6;11;1;12;0;0;5;10;0;0;0;9,4;-0,8;-3,12;Matriculado
Solteiro;Turismo;Ensino Secundário;172;Brasileiro;153,8;0;0;1;Feminino;1;1;0;6;6;6;14;0;0;6;6;6;1,33333E+16;0;10,8;1,4;1,74;Graduado
Solteiro;Serviço Social;Ensino Secundário;140;Santomense;140;0;0;1;Masculino;0;1;0;6;7;6;1,23333E+16;0;0;6;7;6;1,34286E+16;0;11,1;0,6;2,02;Graduado
Solteiro;Enfermagem;Ensino Secundário;142;Português;136,6;0;0;1;Feminino;1;0;0;7;7;7;1,34643E+16;0;0;8;9;8;1,47889E+16;0;12,4;0,5;1,79;Graduado
Solteiro;Serviço Social (prestação nocturna);Ensino Secundário;140;Português;105;0;0;1;Feminino;0;0;0;6;14;3;1,06667E+16;1;0;6;9;5;11,2;0;15,5;2,8;-4,06;Matriculado
Solteiro;Gestão;Outro - 11º Ano de Escolaridade;133,1;Português;139,4;0;1;1;Feminino;0;0;0;5;6;5;11,6;0;0;5;8;5;12,2;0;7,6;2,6;0,32;Matriculado
Solteiro;Jornalismo e Comunicação;Ensino Secundário;148;Português;140;0;0;1;Feminino;1;0;0;6;6;6;1,36667E+16;0;0;6;6;6;1,46667E+16;0;16,2;0,3;-0,92;Graduado
Solteiro;Enfermagem;Ensino Secundário;137;Português;130,8;0;1;1;Feminino;0;0;0;8;9;8;144025;1;0;8;9;8;144025;1;9,4;-0,8;-3,12;Graduado
Solteiro;Enfermagem;Ensino Secundário;143;Português;138,8;0;0;1;Feminino;0;0;0;7;9;7;1546875;0;0;8;8;8;163875;0;11,1;0,6;2,02;Graduado
Solteiro;Serviço Social;Ensino Secundário;133,1;Português;110;0;1;1;Feminino;0;0;0;6;8;6;12625;0;0;6;6;6;1,41667E+16;0;12,7;3,7;-1,7;Graduado
Solteiro;Enfermagem;Ensino Secundário;138;Português;127,8;0;0;1;Feminino;0;0;0;7;7;6;1,49833E+16;0;0;7;7;6;1,49833E+16;0;7,6;2,6;0,32;Graduado
Solteiro;Jornalismo e Comunicação;Ensino Secundário;138;Português;134,2;0;0;1;Feminino;1;0;0;6;6;6;15;0;0;6;6;6;13;0;11,1;0,6;2,02;Graduado
Casado;Serviço Social (prestação nocturna);Ensino Secundário;150;Português;143;0;0;1;Feminino;0;0;5;9;9;9;1,58889E+15;0;3;7;7;7;1,41429E+16;0;12,7;3,7;-1,7;Graduado
Solteiro;Enfermagem Veterinária;Curso de Especialização Tecnológica;120;Português;120;0;1;1;Feminino;0;0;0;6;14;4;11,5;0;0;6;14;3;11;0;16,2;0,3;-0,92;Desistente
Solteiro;Turismo;Ensino Secundário;110;Português;113,2;0;0;1;Feminino;0;0;0;6;14;2;10,5;0;0;6;11;1;10;0;10,8;1,4;1,74;Desistente
Solteiro;Enfermagem;Ensino Secundário;146;Português;135,8;0;0;1;Feminino;0;0;0;7;7;6;1,39833E+16;0;0;7;7;6;1,39833E+16;0;7,6;2,6;0,32;Graduado
Solteiro;Serviço Social;Ensino Secundário;148;Português;143,5;0;0;1;Feminino;0;0;0;6;6;6;13;0;0;6;6;6;1,28333E+16;0;10,8;1,4;1,74;Graduado
Solteiro;Serviço Social;Ensino Secundário;145;Português;148,9;0;0;1;Feminino;1;0;0;6;6;6;1,36667E+16;0;0;6;6;6;13;0;10,8;1,4;1,74;Graduado
Solteiro;Agronomia;Ensino Secundário;133,1;Português;115,6;0;0;0;Feminino;0;0;0;6;8;0;0;0;0;6;8;0;0;0;15,5;2,8;-4,06;Desistente
Solteiro;Gestão;Ensino Secundário;160;Português;159,3;0;0;1;Feminino;0;0;0;5;5;5;14,4;0;0;5;5;5;15,4;0;7,6;2,6;0,32;Graduado
Solteiro;Gestão (presencial noturno);Ensino Secundário;150;Português;138,5;0;0;1;Feminino;0;0;0;5;10;4;12;0;0;5;9;4;11,25;0;12,7;3,7;-1,7;Matriculado
Solteiro;Ensino Básico;Ensino Secundário;130;Português;133,2;0;0;1;Feminino;0;0;0;6;6;6;1,41667E+16;0;0;6;7;6;1,36667E+16;0;7,6;2,6;0,32;Graduado
Solteiro;Serviço Social (prestação nocturna);Ensino Secundário;120;Português;117,6;0;0;1;Feminino;0;0;0;6;8;5;12,2;0;0;6;7;6;12;0;7,6;2,6;0,32;Graduado
Solteiro;Gestão;Ensino Secundário;115;Português;108,7;0;0;1;Feminino;0;0;0;5;8;3;12;1;0;5;9;3;1,26667E+16;0;9,4;-0,8;-3,12;Matriculado
Solteiro;Gestão;Ensino Secundário;133,1;Português;106;0;0;1;Feminino;0;0;0;5;11;2;10,5;0;0;5;14;1;11;0;12,7;3,7;-1,7;Matriculado
Solteiro;Ensino Básico;Ensino Secundário;120;Português;122,6;0;0;1;Feminino;0;0;0;6;8;3;1,23333E+16;0;0;6;11;2;10,5;0;12,7;3,7;-1,7;Desistente
Solteiro;Ensino Básico;Ensino Secundário;134;Português;127,4;0;0;1;Feminino;0;0;0;6;7;5;12,2;0;0;6;7;5;12,2;0;10,8;1,4;1,74;Matriculado
Solteiro;Agronomia;Ensino Secundário;133,1;Português;100;0;0;1;Feminino;0;0;0;6;6;0;0;0;0;6;6;0;0;0;11,1;0,6;2,02;Desistente
Solteiro;Ensino Básico;Ensino Secundário;133,1;Português;95;0;1;0;Feminino;0;0;0;7;10;6;11,5;0;0;7;8;6;1,31667E+16;0;11,1;0,6;2,02;Matriculado
Solteiro;Gestão;Ensino Superior - Licenciatura;130;Português;130;0;0;1;Feminino;0;0;4;9;9;9;1,08889E+15;0;3;10;18;10;1,16154E+16;0;10,8;1,4;1,74;Graduado
Solteiro;Higiene Oral;Ensino Secundário;120;Português;122,8;0;0;1;Feminino;0;0;0;7;12;6;1,21667E+16;0;0;8;8;8;11675;0;13,9;-0,3;0,79;Desistente
Solteiro;Gestão;Ensino Secundário;115;Português;115;0;0;1;Feminino;0;0;0;5;7;2;10;1;0;5;9;1;12;0;9,4;-0,8;-3,12;Matriculado
Solteiro;Design de Comunicação;Ensino Secundário;135;Português;145,9;0;0;1;Feminino;1;0;0;6;6;6;1,26667E+16;0;0;6;6;6;1,21667E+16;0;16,2;0,3;-0,92;Graduado
Solteiro;Design de Comunicação;Ensino Secundário;133,1;Português;143;0;1;1;Feminino;0;0;0;6;9;5;11,4;0;0;6;8;5;12,2;0;12,7;3,7;-1,7;Desistente
Solteiro;Design de Animação e Multimédia;Ensino Secundário;145;Português;100;0;0;1;Feminino;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13,9;-0,3;0,79;Desistente
Solteiro;Enfermagem Veterinária;Ensino Secundário;130;Português;121,3;0;0;1;Feminino;0;0;0;5;14;2;13;2;0;5;8;4;12;1;9,4;-0,8;-3,12;Matriculado
Solteiro;Ensino Básico;Ensino Secundário;118;Português;121,2;0;0;1;Feminino;0;0;0;6;8;5;13,4;0;0;6;7;5;12;0;7,6;2,6;0,32;Matriculado
Solteiro;Ensino Básico;Ensino Secundário;138;Português;125,1;1;0;1;Feminino;1;0;0;6;6;6;13,5;0;0;6;8;5;12,8;0;12,7;3,7;-1,7;Desistente
Solteiro;Turismo;Ensino Secundário;122;Português;112,9;0;0;1;Feminino;0;0;0;6;14;4;12,25;0;0;6;11;3;1,13333E+16;0;7,6;2,6;0,32;Matriculado
Solteiro;Serviço Social;Ensino Secundário;126;Português;120,8;0;0;1;Feminino;0;0;0;6;7;6;1,22857E+16;0;0;6;7;6;1,28333E+16;0;12,4;0,5;1,79;Graduado
Solteiro;Enfermagem Veterinária;Ensino Secundário;121;Português;114;0;0;0;Feminino;0;0;0;5;12;0;0;4;0;5;8;0;0;1;9,4;-0,8;-3,12;Desistente
Solteiro;Serviço Social;Ensino Secundário;152;Português;132,1;0;0;1;Feminino;0;0;0;6;10;2;10,5;0;0;6;11;1;13;0;9,4;-0,8;-3,12;Desistente
Casado;Enfermagem Veterinária;Curso de Especialização Tecnológica;160;Português;160;0;0;1;Feminino;0;0;0;5;12;3;14;2;0;5;8;5;12;1;9,4;-0,8;-3,12;Graduado
Solteiro;Enfermagem Veterinária;Ensino Secundário;134;Português;134;0;0;1;Feminino;0;0;2;5;7;5;14,2;0;0;5;10;5;12,2;0;12,7;3,7;-1,7;Graduado
Solteiro;Jornalismo e Comunicação;Ensino Secundário;128;Português;124,2;0;0;1;Feminino;0;0;0;6;8;5;13;0;0;6;7;6;1,31429E+16;0;15,5;2,8;-4,06;Desistente
Solteiro;Turismo;Ensino Secundário;125;Português;115,6;0;0;1;Feminino;0;0;0;6;6;6;11;0;0;6;8;4;12,75;0;9,4;-0,8;-3,12;Graduado
Casado;Gestão (presencial noturno);Ensino Secundário;130;Português;128,2;0;0;1;Feminino;0;0;3;8;9;3;11;0;2;7;7;2;10;0;9,4;-0,8;-3,12;Desistente
Solteiro;Enfermagem;Ensino Secundário;138;Português;132,8;0;0;1;Feminino;0;0;0;7;9;6;1,23857E+16;0;0;8;9;8;1,37556E+16;0;13,9;-0,3;0,79;Graduado
Solteiro;Jornalismo e Comunicação;Ensino Secundário;121;Português;123,1;0;0;1;Masculino;0;0;0;6;12;4;14,75;0;0;6;7;4;12,25;0;9,4;-0,8;-3,12;Graduado
Solteiro;Equincultura;Ensino Secundário;134;Brasileiro;125,6;0;0;1;Feminino;0;1;0;5;6;5;1,61667E+16;0;0;5;6;5;1,58333E+16;0;12,7;3,7;-1,7;Graduado
Solteiro;Gestão (presencial noturno);Ensino Secundário;130;Português;115;0;0;1;Masculino;0;0;0;5;7;0;0;0;0;5;8;0;0;0;16,2;0,3;-0,92;Desistente
Solteiro;Engenharia Informática;Ensino Secundário;126;Português;123,6;0;0;1;Masculino;0;0;0;5;6;5;12,4;0;0;5;9;3;13;0;8,9;1,4;3,51;Desistente
Solteiro;Equincultura;Ensino Secundário;148;Português;141,7;0;0;0;Masculino;0;0;0;6;8;5;11,6;0;0;6;11;4;13;0;8,9;1,4;3,51;Desistente
Solteiro;Ensino Básico;Ensino Secundário;160;Português;139;0;0;1;Feminino;1;0;0;6;8;5;12,2;0;0;6;13;0;0;0;9,4;-0,8;-3,12;Desistente
Solteiro;Turismo;Ensino Secundário;118;Português;118;0;0;1;Feminino;1;0;0;6;7;5;11;0;0;6;7;5;12,8;0;12,4;0,5;1,79;Graduado
Solteiro;Ensino Básico;Ensino Secundário;150;Português;142;0;0;1;Feminino;1;0;0;6;8;6;1,23333E+16;0;0;6;7;5;12,4;0;10,8;1,4;1,74;Desistente
Solteiro;Serviço Social;Ensino Secundário;140;Português;143,4;0;0;1;Feminino;1;0;3;6;6;6;1,48333E+16;0;2;6;7;6;1,25714E+16;0;13,9;-0,3;0,79;Graduado
Solteiro;Design de Comunicação;Ensino Secundário;100;Português;115,9;0;0;1;Feminino;0;0;9;10;15;9;1,15556E+16;0;7;11;17;10;11,9;0;9,4;-0,8;-3,12;Matriculado
Solteiro;Design de Comunicação;Ensino Secundário;110;Português;105,1;0;0;1;Feminino;1;0;0;6;6;6;12;0;0;6;6;6;1,18333E+16;0;12,4;0,5;1,79;Graduado
Solteiro;Serviço Social (prestação nocturna);Curso Técnico Superior Profissional;140;Português;138;0;1;1;Feminino;1;0;13;13;13;11;1,27273E+16;0;9;11;11;10;12,6;0;8,9;1,4;3,51;Graduado
Solteiro;Gestão (presencial noturno);Ensino Secundário;133,1;Brasileiro;114,7;0;0;1;Feminino;0;1;2;2;2;2;10,5;0;1;1;1;1;11;0;10,8;1,4;1,74;Desistente
Solteiro;Jornalismo e Comunicação;Ensino Secundário;140;Cabo-verdiano;130,5;0;0;1;Feminino;0;1;0;6;6;6;1,23333E+16;0;0;6;6;6;12;0;12,7;3,7;-1,7;Graduado
Solteiro;Gestão (presencial noturno);Ensino Secundário;110;Português;134,3;0;0;1;Masculino;0;0;0;5;10;0;0;0;0;5;7;1;12;0;10,8;1,4;1,74;Desistente
Solteiro;Enfermagem;Ensino Secundário;148;Português;137,5;0;0;1;Masculino;0;0;0;7;7;7;1,48429E+16;0;0;8;9;8;1,43889E+15;0;16,2;0,3;-0,92;Graduado
Solteiro;Enfermagem;Ensino Secundário;137;Português;125,3;0;0;1;Masculino;0;0;0;7;7;7;12,2;0;0;7;7;7;12,2;0;7,6;2,6;0,32;Matriculado
Solteiro;Gestão;Ensino Secundário;120;Português;111,3;0;0;1;Masculino;1;0;0;5;10;4;10,8;0;0;5;10;4;11,75;0;15,5;2,8;-4,06;Matriculado
Solteiro;Gestão (presencial noturno);Ensino Secundário;120;Português;144,8;0;0;1;Masculino;0;0;0;5;7;4;12,75;0;0;5;7;5;1,43333E+16;0;10,8;1,4;1,74;Matriculado
Solteiro;Gestão (presencial noturno);Ensino Secundário;130;Português;152,1;0;0;1;Masculino;0;0;0;5;13;2;11;0;0;5;12;1;12;0;11,1;0,6;2,02;Desistente
Solteiro;Turismo;Ensino Secundário;132;Português;126,1;0;0;1;Masculino;0;0;0;6;9;4;10,75;0;0;6;12;0;0;0;7,6;2,6;0,32;Desistente
Solteiro;Enfermagem;Ensino Secundário;130;Português;136;0;0;1;Masculino;0;0;0;8;9;8;1255375;1;0;8;9;8;1255375;1;9,4;-0,8;-3,12;Graduado
Solteiro;Enfermagem;Ensino Secundário;128;Português;124,3;0;0;1;Masculino;0;0;0;8;8;7;1,26657E+16;0;0;8;8;7;1,26657E+16;0;10,8;1,4;1,74;Graduado
Solteiro;Gestão de Publicidade e Marketing;Ensino Secundário;132;Português;129,9;0;0;1;Masculino;0;0;0;6;10;6;1,27143E+16;0;0;6;8;4;13;0;12,4;0,5;1,79;Matriculado
Solteiro;Higiene Oral;Ensino Secundário;133,1;Português;136,1;0;0;1;Masculino;0;0;0;7;7;2;11,75;0;0;5;10;0;0;0;12,4;0,5;1,79;Desistente
Solteiro;Turismo;Ensino Secundário;120;Português;115,1;0;0;0;Masculino;0;0;0;6;11;3;11;0;0;6;14;0;0;0;9,4;-0,8;-3,12;Desistente
Solteiro;Design de Animação e Multimédia;Ensino Secundário;145;Português;143,6;0;0;1;Masculino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,4;0,5;1,79;Graduado
Solteiro;Gestão;Ensino Secundário;127;Português;115,8;0;0;1;Masculino;0;0;0;5;5;5;13,4;0;0;5;6;5;12,2;0;11,1;0,6;2,02;Graduado
Solteiro;Design de Animação e Multimédia;Ensino Secundário;135;Português;149;0;0;1;Masculino;0;0;14;17;21;17;1,25789E+16;0;15;17;20;17;1,21176E+16;0;11,1;0,6;2,02;Graduado
Casado;Engenharia Informática;Ensino Básico (3º Ciclo);133,1;Português;100;0;0;1;Masculino;0;0;0;5;0;0;0;0;0;5;0;0;0;0;16,2;0,3;-0,92;Desistente
Solteiro;Jornalismo e Comunicação;Ensino Secundário;125;Português;133,4;0;0;1;Masculino;1;0;0;6;8;6;12;0;0;6;8;6;11,5;0;13,9;-0,3;0,79;Graduado
Solteiro;Gestão de Publicidade e Marketing;Ensino Secundário;127;Português;122,8;0;0;1;Masculino;0;0;0;6;6;3;1,23333E+16;0;0;6;9;0;0;0;10,8;1,4;1,74;Desistente
Solteiro;Gestão (presencial noturno);Ensino Secundário;133,1;Português;151,2;0;0;1;Masculino;0;0;0;5;11;4;11,5;0;0;5;11;3;13,5;0;12,4;0,5;1,79;Desistente
Solteiro;Agronomia;Ensino Secundário;150;Português;137;0;0;1;Masculino;0;0;1;6;7;5;12,8;0;1;6;11;5;1,38333E+16;0;15,5;2,8;-4,06;Graduado
Solteiro;Design de Animação e Multimédia;Ensino Secundário;133,1;Português;118;0;0;1;Masculino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,1;0,6;2,02;Desistente
Solteiro;Design de Comunicação;Ensino Secundário;150;Português;126,4;0;0;1;Masculino;0;0;5;7;8;7;1,32857E+16;0;3;8;11;7;1,21429E+16;0;12,4;0,5;1,79;Matriculado
Solteiro;Agronomia;Curso de Especialização Tecnológica;130;Português;130;0;1;0;Masculino;0;0;0;6;16;4;11,8;0;0;6;15;2;12;0;16,2;0,3;-0,92;Desistente
Solteiro;Serviço Social (prestação nocturna);Outro - 11º Ano de Escolaridade;133,1;Português;112,5;0;0;1;Masculino;0;0;6;13;13;6;1,13333E+16;0;2;11;11;2;13,5;0;16,2;0,3;-0,92;Desistente
Solteiro;Enfermagem;Ensino Secundário;125;Português;118,3;0;0;1;Masculino;0;0;0;8;12;5;12002;1;0;8;12;5;12002;1;10,8;1,4;1,74;Desistente
Solteiro;Enfermagem;Ensino Secundário;127;Português;121,4;0;0;1;Masculino;0;0;0;7;10;5;1,39767E+16;0;0;8;9;8;1,32222E+15;0;12,4;0,5;1,79;Matriculado
Solteiro;Agronomia;Ensino Superior - Licenciatura;140;Português;140;0;0;0;Masculino;0;0;0;6;10;5;15,2;0;1;6;9;1;11;0;15,5;2,8;-4,06;Desistente
Solteiro;Gestão de Publicidade e Marketing;Ensino Secundário;110;Português;109;0;0;1;Masculino;1;0;0;6;7;6;1,31429E+16;0;0;6;8;6;1,41667E+16;0;15,5;2,8;-4,06;Graduado
Casado;Gestão;Ensino Secundário;133,1;Português;110;0;0;1;Masculino;0;0;0;5;14;0;0;1;0;5;5;0;0;0;9,4;-0,8;-3,12;Desistente
Solteiro;Enfermagem;Ensino Secundário;124;Português;119,8;0;0;1;Masculino;0;0;0;8;11;7;1,38671E+16;0;0;8;11;7;1,38671E+16;0;10,8;1,4;1,74;Graduado
Solteiro;Enfermagem;Ensino Secundário;114;Português;130;0;0;1;Masculino;0;0;0;8;11;6;12675;0;0;8;11;6;12675;0;12,7;3,7;-1,7;Graduado
Solteiro;Design de Animação e Multimédia;Ensino Secundário;155;Português;167,3;0;0;1;Masculino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,9;-0,3;0,79;Graduado
Solteiro;Ensino Básico;Ensino Secundário;114;Português;111,9;0;0;1;Masculino;1;0;0;6;6;6;12;0;0;6;7;6;12,5;0;7,6;2,6;0,32;Matriculado
Solteiro;Design de Animação e Multimédia;Ensino Secundário;133,1;Português;136;0;0;1;Masculino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,7;3,7;-1,7;Desistente
Solteiro;Turismo;Ensino Secundário;125;Português;124;0;0;1;Masculino;1;0;0;6;7;6;11;0;0;6;6;5;12,2;0;11,1;0,6;2,02;Desistente
Casado;Gestão (presencial noturno);Ensino Secundário;120;Português;132,9;0;0;1;Masculino;0;0;0;5;11;4;10,75;0;0;5;11;4;1,13333E+16;0;13,9;-0,3;0,79;Desistente
Casado;Jornalismo e Comunicação;Ensino Básico (2º Ciclo);100;Português;154;0;0;1;Masculino;0;0;0;6;7;5;14,2;0;0;6;6;6;1,41667E+16;0;9,4;-0,8;-3,12;Graduado
Solteiro;Enfermagem;Ensino Secundário;133,1;Português;115;0;0;0;Masculino;0;0;0;7;11;4;12,6;0;0;7;7;4;11575;0;16,2;0,3;-0,92;Desistente
Solteiro;Gestão (presencial noturno);Ensino Secundário;120;Português;96;0;0;0;Masculino;0;0;0;5;5;0;0;0;0;5;5;0;0;0;8,9;1,4;3,51;Desistente
Casado;Gestão (presencial noturno);Ensino Secundário;120;Português;168,2;0;0;1;Masculino;0;0;0;5;6;5;14;0;0;5;6;5;1,41667E+16;0;12,4;0,5;1,79;Graduado
Casado;Jornalismo e Comunicação;Ensino Secundário;110;Português;140;0;1;0;Masculino;0;0;0;6;16;2;10;0;0;6;12;4;12,25;0;10,8;1,4;1,74;Desistente
Solteiro;Design de Comunicação;Ensino Secundário;144;Português;137,4;0;0;1;Masculino;0;0;0;6;6;6;1,38333E+16;0;0;6;8;6;13125;0;10,8;1,4;1,74;Graduado
Casado;Gestão (presencial noturno);Ensino Básico (3º Ciclo);133,1;Português;150;0;0;0;Masculino;0;0;0;5;8;2;11;0;0;5;5;1;11;0;15,5;2,8;-4,06;Desistente
Casado;Enfermagem;Ensino Básico (3º Ciclo);133,1;Português;100,5;0;0;1;Masculino;0;0;0;8;8;7;1,16357E+16;0;0;8;8;7;1,16357E+16;0;10,8;1,4;1,74;Matriculado
Solteiro;Serviço Social (prestação nocturna);Ensino Secundário;133,1;Português;148,5;0;0;1;Masculino;0;0;0;6;6;4;12,25;0;0;5;5;0;0;0;11,1;0,6;2,02;Desistente
Solteiro;Engenharia Informática;Ensino Secundário;138;Português;123,3;0;1;1;Masculino;0;0;0;5;9;4;12,5;0;0;5;11;5;1,12857E+16;0;12,4;0,5;1,79;Matriculado
Casado;Gestão (presencial noturno);Ensino Secundário;120;Português;138,7;0;0;1;Masculino;0;0;0;5;5;5;13,8;0;0;5;6;5;1,36667E+16;0;10,8;1,4;1,74;Graduado
Solteiro;Turismo;Ensino Secundário;120;Português;117,2;0;0;1;Masculino;0;0;0;6;8;3;12;0;0;6;9;1;11;0;15,5;2,8;-4,06;Desistente
Casado;Gestão (presencial noturno);Ensino Secundário;160;Português;114,3;0;0;1;Masculino;0;0;0;5;9;3;11;0;0;5;8;4;12,5;1;7,6;2,6;0,32;Matriculado
Solteiro;Gestão de Publicidade e Marketing;Ensino Secundário;134;Português;125,3;0;0;1;Masculino;1;0;0;6;7;4;13,75;0;0;6;10;6;1,15556E+16;0;10,8;1,4;1,74;Graduado
Solteiro;Turismo;Ensino Secundário;133,1;Português;97;0;0;1;Masculino;0;0;0;6;6;6;1,06667E+16;0;0;6;8;4;11,25;0;10,8;1,4;1,74;Matriculado
Casado;Higiene Oral;Ensino Secundário;110;Português;140;0;0;1;Masculino;0;0;0;7;7;0;0;0;0;8;13;2;13,15;0;16,2;0,3;-0,92;Desistente
Solteiro;Gestão (presencial noturno);Ensino Secundário;130;Português;124;0;0;1;Masculino;0;0;1;5;6;5;1,38333E+16;0;0;5;7;5;15,4;0;9,4;-0,8;-3,12;Graduado
Solteiro;Agronomia;Curso de Especialização Tecnológica;140;Português;140;0;1;1;Masculino;0;0;0;6;6;0;0;0;0;6;7;0;0;0;8,9;1,4;3,51;Matriculado
